experiment,model,input,classifier,sample_size,accuracy,macro_f1,weighted_f1
02_sbert_minilm_title_text_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,text,LogisticRegression,146619,0.8680261902,0.8742976427,0.867862507
